1318023250	239563
1318262814	2
1318262817	1
1318262822	1
1318262835	4
1318262842	2
1318262863	1
1318262904	1
1318262908	2
1318262931	2
1318262936	1
1318262942	4
1318262948	1
1318262952	5
1318262977	1
1318263013	2
1318263016	1
1318263022	1
1318263024	4
1318263060	1
1318263077	1
1318263080	1
1318263085	2
1318263089	3
1318263097	5
1318263104	8
1318263114	7
1318263122	5
1318263128	7
1318263138	2
1318263153	6
1318263160	13
1318263174	1
1318263177	1
1318263179	4
1318263184	3
1318263190	1
1318263202	7
1318263211	7
1318263219	1
1318263229	1
1318263232	38
1318263271	4
1318263304	1
1318263307	2
1318263318	1
1318263346	151
1318263499	2
1318263503	9
1318263513	4
1318263519	2
1318263522	7
1318263530	1
1318263533	5
1318263539	6
1318263546	2
1318263549	61
1318263624	1
1318263626	5
1318263633	7
1318263641	8
1318263650	4
1318263655	6
1318263663	1
1318263675	7
1318263683	12
1318263698	2
1318263703	1
1318263709	4
1318263714	4
1318263723	1
1318263725	3
1318263738	1
1318263740	14
1318263757	3
1318263761	2
1318263764	5
1318263770	2
1318263773	1
1318263776	1
1318263778	4
1318263783	4
1318263789	47
1318263839	23
1318263863	1
1318263865	1
1318263867	17
1318263886	22
1318263909	1
1318263913	2
1318263916	1
1318263918	12
1318263933	5
1318263940	2
1318263945	9
1318263956	1
1318263970	1
1318263984	1
1318263995	5
1318264001	6
1318264008	18
1318264028	6
1318264036	7
1318264044	16
1318264063	5
1318264080	4
1318264085	14
1318264101	40
1318264143	12
1318264156	1
1318264158	11
1318264171	4
1318264176	1
1318264180	2
1318264183	2
1318264187	24
1318264212	16
1318264229	1
1318264232	27
1318264260	3
1318264294	10
1318264307	5
1318264318	1
1318264329	4
1318264335	1
1318264338	1
1318264342	1
1318264348	3
1318264352	1
1318264355	2
1318264365	4
1318264370	2
1318264390	2
1318264401	7
1318264414	2
1318264419	1
1318264424	1
1318264430	2
1318264444	19
1318264465	1
1318264472	1
1318264485	1
1318264491	4
1318264496	3
1318264501	2
1318264512	3
1318264518	1
1318264539	1
1318264542	7
1318264554	10
1318264572	1
1318264575	2
1318264578	8
1318264590	2
1318264595	2
1318264601	3
1318264606	12
1318264621	2
1318264624	1
1318264628	10
1318264640	11
1318264660	8
1318264672	16
1318264692	1
1318264708	17
1318264747	3
1318264776	2
1318264780	2
1318264791	1
1318264795	1
1318264797	2
1318264818	1
1318264828	1
1318264839	1
1318264864	3
1318264875	1
1318264885	3
1318264918	11
1318264944	1
1318264956	1
1318264962	1
1318264988	1
1318265002	2
1318265021	1
1318265023	2
1318265029	1
1318265045	1
1318265048	1
1318265076	1
1318265078	1
1318265081	2
1318265099	2
1318265106	19
1318265140	3
1318265147	4
1318265152	1
1318265154	1
1318265180	1
1318265190	1
1318265202	1
1318265207	5
1318265215	18
1318265264	1
1318265269	1
1318265287	1
1318265289	1
1318265311	1
1318265314	4
1318265320	1
1318265322	1
1318265326	1
1318265331	1
1318265345	1
1318265364	112
1318265482	11
1318265495	6
1318265505	143
1318265651	6
1318265667	1
1318265670	67
1318265741	1
1318265745	1
1318265760	18
1318265785	10
1318265800	1
1318265810	6
1318265818	3
1318265824	2
1318265835	6
1318265854	2
1318265857	1
1318265877	2
1318265884	3
1318265894	2
1318265902	4
1318265911	1
1318265914	3
1318265920	8
1318265930	1
1318265936	1
1318265943	1
1318265965	2
1318265995	29
1318266030	12
1318266043	86
1318266144	1
1318266150	1
1318266170	1
1318266173	175
1318266350	9
1318266372	159
1318266536	3
1318266543	30
1318266608	1
1318266629	1
1318266685	1
1318266708	1
1318266719	2
1318266741	1
1318266753	36
1318266811	88
1318266901	31
1318266941	31
1318266977	1
1318266982	1
1318266984	1
1318267001	2
1318267013	3
1318267017	2
1318267021	1
1318267024	1
1318267035	3
1318267044	1
1318267052	1
1318267072	1
1318267077	21
1318267102	490
1318267608	7
1318267617	1
1318267621	784
1318268413	2
1318268439	135
1318268585	4
1318268591	19
1318268613	2
1318268618	1
1318268620	12
1318268633	2
1318268638	1
1318268652	1
1318268661	3
1318268667	1
1318268680	2
1318268684	1
1318268725	1
1318268734	1
1318268736	1
1318268738	1
1318268753	1
1318268764	2
1318268767	11
1318268779	4
1318268812	1
1318268819	2
1318268827	7
1318268835	1
1318268837	1
1318268852	8
1318268865	1
1318268867	1
1318268869	3
1318268910	2
1318268913	7
1318268926	1
1318268948	2
1318268957	407
1318269368	26
1318269396	397
1318269801	3
1318269860	8
1318269869	6
1318269876	20
1318269897	2
1318269909	2
1318269922	1
1318269926	1
1318269929	2
1318269933	3
1318269948	1
1318269950	5
1318269956	1
1318269960	1
1318269964	2
1318269967	3
1318269971	2
1318269978	2
1318269987	1
1318269993	3
1318269998	1
1318270019	11
1318270050	1
1318270059	3
1318270065	2
1318270068	2
1318270075	1
1318270083	3
1318270118	1
1318270122	2
1318270150	6
1318270157	2
1318270160	10
1318270191	2
1318270237	1
1318270244	2
1318270249	1
1318270255	3
1318270262	6
1318270286	1
1318270290	7
1318270315	5
1318270324	5
1318270333	1
1318270345	2
1318270349	2
1318270363	1
1318270367	4
1318270372	2
1318270404	4
1318270410	1
1318270434	26
1318270464	1
1318270470	9
1318270481	63
1318270551	3
1318270560	6
1318270567	4
1318270572	11
1318270585	14
1318270600	1
1318270610	4
1318270619	10
1318270630	4
1318270644	8
1318270685	1
1318270697	1
1318270701	2
1318270710	1
1318270718	2
1318270728	1
1318270737	2
1318270741	2
1318270745	3
1318270752	3
1318270758	1
1318270768	1
1318270770	1
1318270785	1
1318270789	1
1318270792	2
1318270811	2
1318270816	5
1318270852	2
1318270857	1
1318270864	1
1318270870	5
1318270879	4
1318270898	1
1318270904	1
1318270922	1
1318270963	1
1318270967	1
1318270989	1
1318271003	3
1318271010	1
1318271053	2
1318271147	1
1318271159	1
1318271163	1
1318271171	1
1318271180	2
1318271202	1
1318271207	1
1318271212	38
1318271256	5
1318271263	72
1318271340	4
1318271346	1
1318271348	1
1318271350	1
1318271352	5
1318271358	2
1318271363	2
1318271369	1
1318271377	14
1318271393	2
1318271398	6
1318271406	13
1318271421	25
1318271451	6
1318271475	2
1318271481	1
1318271484	2
1318271488	4
1318271497	15
1318271515	37
1318271553	17
1318271582	1
1318271584	1
1318271597	1
1318271605	3
1318271609	2
1318271618	340
1318271959	2
1318271977	1
1318271979	2
1318272005	2
1318272008	5
1318272016	2
1318272032	1
1318272046	3
1318272077	1
1318272080	3
1318272087	1
1318272098	1
1318272120	1
1318272127	1
1318272141	1
1318272192	2
1318272213	1
1318272217	1
1318272224	1
1318272226	1
1318272237	3
1318272241	1
1318272243	2
1318272267	3
1318272271	1
1318272290	1
1318272295	1
1318272313	2
1318272318	4
1318272325	2
1318272328	4
1318272347	1
1318272353	22
1318272383	1
1318272392	3
1318272405	2
1318272411	112
1318272535	3
1318272541	2
1318272545	2
1318272549	1
1318272567	3
1318272572	2
1318272583	5
1318272596	1
1318272636	10
1318272655	1
1318272658	2
1318272685	1
1318272693	25
1318272724	127
1318272859	1
1318272867	13
1318272882	1
1318272886	9
1318272900	10
1318272927	5
1318272940	5
1318272980	1
1318272988	4
1318273012	4
1318273020	6
1318273044	1
1318273046	1
1318273050	1
1318273054	17
1318273109	18
1318273141	1
1318273148	1
1318273153	1
1318273157	2
1318273165	1
1318273170	1
1318273175	1
1318273194	2
1318273203	1
1318273205	5
1318273240	1
1318273253	7
1318273264	1
1318273278	7
1318273292	1
1318273296	2
1318273301	1
1318273308	1
1318273311	4
1318273317	3
1318273323	1
1318273333	2
1318273337	1
1318273340	2
1318273365	1
1318273369	1
1318273371	2
1318273383	2
1318273392	1
1318273395	1
1318273402	1
1318273416	1
1318273433	1
1318273435	2
1318273441	1
1318273465	1
1318273482	1
1318273486	2
1318273497	3
1318273526	2
1318273550	5
1318273586	197
1318273796	1
1318273802	4
1318273811	3
1318273817	2
1318273820	1
1318273825	2
1318273858	1
1318273860	3
1318273864	1
1318273873	1
1318273875	3
1318273880	1
1318273887	1
1318273892	4
1318273897	2
1318273901	1
1318273903	4
1318273913	1
1318273916	1
1318273930	1
1318273940	1
1318273942	1
1318273947	1
1318273961	1
1318273977	1
1318273980	1
1318273991	4
1318273996	1
1318273999	1
1318274002	1
1318274010	5
1318274017	2
1318274021	7
1318274029	7
1318274039	7
1318274047	2
1318274052	2
1318274055	1
1318274060	13
1318274077	2
1318274080	2
1318274088	10
1318274104	1
1318274159	7
1318274168	6
1318274175	4
1318274185	1
1318274196	2
1318274215	1
1318274217	1
1318274240	1
1318274254	2
1318274262	1
1318274265	1
1318274273	2
1318274292	1
1318274299	7
1318274314	4
1318274334	2
1318274379	1
1318274382	1
1318274397	1
1318274415	1
1318274428	1
1318274435	1
1318274439	20
1318274479	1
1318274481	1
1318274495	2
1318274500	1
1318274521	2
1318274537	1
1318274554	1
1318274558	1
1318274567	10
1318274603	3
1318274623	3
1318274639	2
1318274675	3
1318274681	1
1318274710	1
1318274736	7
1318274744	4
1318274749	1
1318274752	1
1318274780	1
1318274788	3
1318274794	2
1318274798	1
1318274800	3
1318274804	2
1318274807	2
1318274811	3
1318274827	2
1318274831	11
1318274847	2
1318274851	3
1318274923	1
1318274930	1
1318274941	1
1318274963	1
1318274974	8
1318275004	1
1318275006	2
1318275023	1
1318275027	12
1318275041	1
1318275045	3
1318275050	1
1318275057	1
1318275064	1
1318275070	4
1318275081	2
1318275085	1
1318275092	1
1318275121	3
1318275133	1
1318275136	9
1318275157	1
1318275163	2
1318275176	1
1318275183	2
1318275186	2
1318275193	1
