0	11504
1	9767
2	2907
3	1496
4	778
5	448
6	261
7	215
8	136
9	133
10	105
11	93
12	70
13	52
14	45
15	40
253968	1
17	35
18	22
19	31
20	23
21	17
22	16
23	21
24	19
25	14
26	11
27	13
28	17
29	15
30	13
31	20
32	16
33	8
34	12
35	7
36	10
37	9
38	13
39	9
40	10
41	11
42	7
43	6
44	12
45	3
46	6
47	9
48	8
49	4
50	7
51	6
52	6
41013	2
54	7
55	4
56	3
57	6
1835728954	2
59	3
60	1
61	2
1835728958	2
41023	1
64	10
65	5
66	2
67	1
68	3
69	2
70	13
71	16
72	5
73	1
75	4
76	5
77	4
78	1
79	2
83	2
84	1
85	1
86	2
87	2
41048	1
157028	1
680028	1
942262970	2
523559006	1
144638047	1
41056	2
16	55
82018	1
41060	1
82021	1
2981990	1
295015	1
9683051	1
82029	1
7261438063	1
53370995	1
7261438068	3
7261438070	1
938004	1
3430374079	1
1825661052	1
1745024	1
82054	1
1572999	1
1636571969	1
3365798032	1
12822691987	1
5456028	1
15045	1
2513140999	1
357932	1
1573033	1
5365931	1
32941	2
76516040	1
32946	1
327286965	1
1918180041	1
32954	1
32965	1
204999	1
32968	1
164045	1
6008	3
73938	1
73940	1
2344205006	1
58532054	1
15010	1
1880015064	1
73955	1
9682982	1
33000	1
205034	1
377068	1
33006	1
1825906927	1
5455912	1
73970	1
144630007	1
144630022	1
33031	2
1091363082	1
71042	1
33972470023	1
66715920	1
1310995	1
366923	1
74012	1
6988061	1
1406339011	1
100426017	2
74025	1
74026	1
114988	1
11338029	1
74031	1
33073	1
540983	1
358992	1
1524028	1
53	5
42019	1
1737026	1
30091	2
3130158059	1
115016	1
108625975	1
155982	1
25997	1
81976	1
39019	3
24921	1
24924	1
58	3
12014	1
24930	1
658513979	1
24932	1
24933	2
24934	2
6013	1
24936	2
24940	1
24941	1
24943	1
24944	5
11610947951	1
24946	4
24948	1
24949	4
24950	1
24953	1
63	4
24956	1
24958	1
24959	1
24961	2
24962	1
24963	4
24964	2
24965	1
24967	2
