1	10954
2	6854
3	2382
4	4791
5	854
6	695
7	686
8	1015
9	282
10	308
11	194
12	217
13	168
14	138
15	114
16	101
17	68
18	161
19	76
20	51
21	59
22	60
23	38
24	34
25	34
26	31
27	33
28	75
29	107
30	19
31	18
32	18
33	10
34	17
35	9
36	21
37	10
38	20
39	8
40	13
41	7
42	20
43	14
44	15
45	10
46	16
47	7
48	18
49	10
50	13
51	7
52	19
53	5
54	9
55	4
56	9
57	5
58	12
59	5
60	10
61	2
62	4
63	6
64	6
65	5
66	6
67	2
68	8
69	4
70	7
71	5
72	7
73	2
74	4
75	4
76	9
77	4
78	25
79	7
80	6
81	5
82	6
83	2
84	6
85	4
86	3
88	13
89	2
90	5
91	6
92	3
93	3
94	5
95	2
96	5
97	3
98	8
99	2
100	3
101	2
102	7
2065	2
104	4
105	5
106	6
107	3
108	4
109	5
110	6
111	2
112	3
113	5
114	3
116	6
117	2
118	3
119	2
120	5
121	5
122	2
362	2
126	4
127	3
128	3
129	3
130	2
131	2
132	4
133	3
134	4
135	2
136	3
137	2
138	6
139	5
141	2
2190	2
143	2
144	4
145	4
2194	2
148	4
149	2
150	3
151	2
153	2
154	2
155	7
156	4
2074	3
158	6
2207	2
6512	2
162	4
165	4
166	2
167	2
168	2
169	5
170	2
171	2
174	2
175	3
176	4
178	2
60787	2
180	3
181	4
183	2
184	2
185	2
189	2
190	2
192	2
193	2
194	3
195	2
196	4
198	5
199	2
200	4
201	3
202	4
4299	2
2252	2
206	2
207	3
208	3
210	3
12500	2
213	3
188630	2
215	2
216	3
4167	2
88783	2
8413	2
2270	2
8229	2
224	2
225	3
229	3
230	3
232	4
2281	2
235	2
45294	2
239	2
240	3
244	3
245	2
247	3
248	3
250	4
251	3
252	4
253	2
254	2
256	2
258	2
260	2
261	2
263	2
24843	2
270	3
2093	2
272	2
276	2
278	3
280	2
281	2
282	4
284	2
288	2
2096	2
290	2
292	2
293	4
294	2
296	2
299	2
301	2
302	2
306	2
692	2
308	2
2359	2
315	2
316	2
318	2
319	2
532801	2
328	2
329	2
331	2
2104	2
339	2
340	2
342	2
345	3
348	2
352	3
354	2
355	3
2406	2
14698	2
364	2
2413	2
6205	2
2416	2
370	2
374	2
376	2
153979	2
382	2
383	2
388	3
2439	2
392	2
394	2
612751	2
400	3
408	2
57747	2
2456	2
409	2
411	2
18845	2
415	2
416	2
418	2
420	2
115109	2
4518	2
2473	2
427	2
2476	2
430	2
432	2
437	2
440	2
445	2
449	2
450	3
451	2
215493	2
29127	2
14792	2
3890	2
464	2
2808	2
468	2
470	2
472	2
31193	2
53722	2
476	2
477	2
421	2
480	2
107600	2
487	3
488	2
4586	2
2539	2
492	2
4591	2
498	2
504	2
516	3
521	2
524	2
529	2
530	2
538	2
540	2
542	2
545	2
546	2
550	2
6695	2
4648	2
557	2
223	2
560	2
561	2
2610	2
305719	2
57912	2
