timestamp	power(W)	freq	%usr	%nice	%sys	%iowait	%irq	%soft	%steal	%guest	%idle
1339005737	15.729012	0.8	3.00	0.00	4.00	0.00	0.00	0.50	0.00	0.00	92.50
1339005738	15.729012	0.8	8.46	0.00	2.49	0.00	0.00	0.00	0.00	0.00	89.05
1339005739	15.729012	0.8	7.54	0.00	2.01	0.00	0.00	0.50	0.00	0.00	89.95
1339005741	15.729012	0.8	4.55	0.00	3.03	2.53	0.00	0.51	0.00	0.00	89.39
1339005742	15.729012	0.8	3.52	0.00	1.51	0.00	0.00	0.50	0.00	0.00	94.47
1339005743	15.729012	0.8	4.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	93.00
1339005744	15.729012	0.8	3.48	0.00	2.99	0.00	0.00	0.00	0.00	0.00	93.53
1339005745	15.447368	0.8	3.50	0.00	4.00	0.00	0.00	0.50	0.00	0.00	92.00
1339005746	15.447368	0.8	7.50	0.00	2.50	1.50	0.00	0.00	0.00	0.00	88.50
1339005747	15.447368	0.8	4.52	0.00	1.51	0.00	0.00	0.50	0.00	0.00	93.47
1339005748	15.447368	0.8	4.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	93.00
1339005749	15.447368	0.8	5.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	94.00
1339005750	15.447368	0.8	4.02	0.00	2.01	0.00	0.00	0.50	0.00	0.00	93.47
1339005751	15.447368	0.8	4.00	0.00	2.00	4.00	0.00	0.00	0.00	0.00	90.00
1339005752	15.447368	0.8	4.00	0.00	1.50	0.00	0.00	0.00	0.00	0.00	94.50
1339005753	15.447368	0.8	3.00	0.00	2.50	0.00	0.00	0.00	0.00	0.00	94.50
1339005754	15.447368	2.535	4.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	93.00
1339005755	15.447368	0.8	9.50	0.00	2.00	0.00	0.00	0.00	0.00	0.00	88.50
1339005756	15.447368	0.8	3.98	0.00	1.99	3.48	0.00	0.00	0.00	0.00	90.55
1339005757	15.447368	0.8	4.50	0.00	2.50	0.00	0.00	0.50	0.00	0.00	92.50
1339005758	15.447368	0.8	2.00	0.00	1.00	0.00	0.00	0.50	0.00	0.00	96.50
1339005759	15.447368	0.8	4.02	0.00	2.01	0.00	0.00	0.00	0.00	0.00	93.97
1339005760	14.53811	0.8	4.52	0.00	0.50	0.00	0.00	0.00	0.00	0.00	94.97
1339005761	14.53811	0.8	4.02	0.00	2.01	2.01	0.00	0.00	0.00	0.00	91.96
1339005762	14.53811	0.8	2.51	0.00	2.51	0.00	0.00	0.00	0.00	0.00	94.97
1339005763	14.53811	0.8	3.52	0.00	1.01	0.00	0.00	0.00	0.00	0.00	95.48
1339005764	14.53811	0.8	3.02	0.00	1.01	0.00	0.00	0.00	0.00	0.00	95.98
1339005765	14.53811	0.8	3.50	0.00	2.00	26.00	0.00	0.50	0.00	0.00	68.00
1339005766	14.53811	0.8	9.05	0.00	2.01	0.00	0.00	0.00	0.00	0.00	88.94
1339005767	14.53811	0.8	6.50	0.00	3.00	0.00	0.00	0.50	0.00	0.00	90.00
1339005768	14.53811	0.8	3.52	0.00	3.02	0.00	0.00	0.00	0.00	0.00	93.47
1339005769	14.53811	0.8	3.00	0.00	3.00	0.00	0.00	0.50	0.00	0.00	93.50
1339005770	14.53811	0.8	1.99	0.00	1.99	2.49	0.00	0.50	0.00	0.00	93.03
1339005771	14.53811	0.8	1.01	0.00	2.51	0.00	0.00	0.00	0.00	0.00	96.48
1339005772	14.53811	0.8	3.50	0.00	2.50	0.00	0.00	0.50	0.00	0.00	93.50
1339005773	14.53811	0.8	2.99	0.00	1.99	0.00	0.00	0.00	0.00	0.00	95.02
1339005774	14.53811	0.8	5.47	0.00	2.99	0.00	0.00	0.50	0.00	0.00	91.04
1339005775	15.208132	0.8	3.03	0.00	2.02	2.02	0.00	0.00	0.00	0.00	92.93
1339005776	15.208132	0.8	4.50	0.00	2.00	0.00	0.00	0.00	0.00	0.00	93.50
1339005777	15.208132	0.8	3.52	0.00	2.01	0.00	0.00	0.00	0.00	0.00	94.47
1339005778	15.208132	0.8	1.99	0.00	2.99	0.00	0.00	0.50	0.00	0.00	94.53
1339005779	15.208132	0.8	2.50	0.00	1.00	0.00	0.00	0.00	0.00	0.00	96.50
1339005780	15.208132	0.8	1.51	0.00	1.01	1.01	0.00	0.00	0.00	0.00	96.48
1339005782	15.208132	0.8	4.00	0.00	1.50	0.00	0.00	0.50	0.00	0.00	94.00
1339005783	15.208132	0.8	1.99	0.00	1.49	0.00	0.00	0.50	0.00	0.00	96.02
1339005784	15.208132	0.8	1.01	0.00	0.00	0.00	0.00	0.51	0.00	0.00	98.48
1339005785	15.208132	0.8	1.51	0.00	0.50	0.00	0.00	0.00	0.00	0.00	97.99
1339005786	15.208132	0.8	0.00	0.00	0.51	1.52	0.00	0.00	0.00	0.00	97.98
1339005787	15.208132	0.8	1.00	0.00	0.50	0.00	0.00	0.50	0.00	0.00	98.00
1339005788	15.208132	0.8	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	99.50
1339005789	15.208132	0.8	2.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	97.50
1339005790	15.208132	0.8	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.50
1339005791	12.399284	0.8	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	99.50
1339005792	12.399284	0.8	0.50	0.00	0.00	1.01	0.00	0.00	0.00	0.00	98.49
1339005793	12.399284	0.8	0.50	0.00	0.50	0.00	0.00	0.50	0.00	0.00	98.50
1339005794	12.399284	0.8	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	99.00
1339005795	12.399284	0.8	1.99	0.00	1.99	21.89	0.00	0.00	0.00	0.00	74.13
1339005796	12.399284	0.8	1.01	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.49
1339005797	12.399284	0.8	1.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.51
1339005798	12.399284	0.8	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.50
1339005799	12.399284	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.99
1339005800	12.399284	0.8	1.02	0.00	1.02	0.51	0.00	0.00	0.00	0.00	97.46
1339005801	12.399284	0.8	0.51	0.00	0.51	0.00	0.00	0.00	0.00	0.00	98.99
1339005802	12.399284	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.99
1339005803	12.399284	0.8	1.49	0.00	1.00	0.00	0.00	0.00	0.00	0.00	97.51
1339005804	12.399284	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	99.00
1339005805	12.399284	0.8	1.01	0.00	0.50	1.51	0.00	0.00	0.00	0.00	96.98
1339005806	12.399284	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	99.00
1339005807	11.865854	0.8	0.50	0.00	0.00	0.00	0.00	0.50	0.00	0.00	99.00
1339005808	11.865854	0.8	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	99.50
1339005809	11.865854	0.8	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	98.00
1339005810	11.865854	0.8	0.51	0.00	0.00	1.01	0.00	0.00	0.00	0.00	98.48
1339005811	11.865854	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.99
1339005812	11.865854	0.8	0.51	0.00	0.51	0.00	0.00	0.00	0.00	0.00	98.99
1339005813	11.865854	0.8	0.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.49
1339005814	11.865854	0.8	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	99.50
1339005815	11.865854	0.8	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	98.00
1339005816	11.865854	0.8	0.50	0.00	1.00	0.00	0.00	0.00	0.00	0.00	98.51
1339005817	11.865854	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.99
1339005818	11.865854	2.535	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	99.00
1339005819	11.865854	0.8	0.00	0.00	1.01	0.00	0.00	0.00	0.00	0.00	98.99
1339005820	11.865854	0.8	1.01	0.00	1.01	1.52	0.00	0.00	0.00	0.00	96.46
1339005822	11.865854	0.8	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.50
1339005823	12.06252	0.8	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.50
1339005824	12.06252	0.8	0.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.49
1339005825	12.06252	0.8	1.00	0.00	0.50	23.50	0.00	0.00	0.00	0.00	75.00
1339005826	12.06252	0.8	0.53	0.00	0.53	2.63	0.00	0.00	0.00	0.00	96.32
1339005827	12.06252	0.8	0.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.49
1339005828	12.06252	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.99
1339005829	12.06252	0.8	0.50	0.00	1.00	0.00	0.00	0.50	0.00	0.00	98.01
1339005830	12.06252	0.8	0.50	0.00	1.00	1.00	0.00	0.00	0.00	0.00	97.51
1339005831	12.06252	0.8	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	99.50
1339005832	12.06252	0.8	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.50
1339005833	12.06252	0.8	1.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.50
1339005834	12.06252	0.8	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.50
1339005835	12.06252	0.8	0.50	0.00	0.50	1.01	0.00	0.00	0.00	0.00	97.99
1339005836	12.06252	0.8	1.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.50
1339005837	12.06252	0.8	0.00	0.00	0.51	0.00	0.00	0.00	0.00	0.00	99.49
1339005838	12.201342	0.8	1.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.51
1339005839	12.201342	0.8	0.50	0.00	1.00	0.00	0.00	0.00	0.00	0.00	98.50
1339005840	12.201342	0.8	0.50	0.00	0.50	6.03	0.00	0.00	0.00	0.00	92.96
1339005841	12.201342	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.99
1339005842	12.201342	0.8	1.00	0.00	0.50	1.00	0.00	0.00	0.00	0.00	97.50
1339005843	12.201342	0.8	1.50	0.00	4.50	5.00	0.00	0.00	0.00	0.00	89.00
1339005844	12.201342	0.8	2.51	0.00	1.51	0.00	0.00	0.00	0.00	0.00	95.98
1339005845	12.201342	0.8	3.00	0.00	3.50	0.00	0.00	0.50	0.00	0.00	93.00
1339005846	12.201342	0.8	2.02	0.00	3.54	0.00	0.00	0.00	0.00	0.00	94.44
1339005847	12.201342	0.8	3.03	0.00	2.53	0.00	0.00	0.00	0.00	0.00	94.44
1339005848	12.201342	0.8	2.49	0.00	2.49	0.00	0.00	0.50	0.00	0.00	94.53
1339005849	12.201342	0.8	1.99	0.00	1.99	0.00	0.00	0.00	0.00	0.00	96.02
1339005850	12.201342	0.8	3.00	0.00	2.50	0.00	0.00	0.00	0.00	0.00	94.50
1339005851	12.201342	2.535	3.00	0.00	3.00	3.00	0.00	0.50	0.00	0.00	90.50
1339005852	12.201342	0.8	4.52	0.00	2.01	0.00	0.00	0.00	0.00	0.00	93.47
1339005853	14.662606	0.8	1.51	0.00	3.02	0.00	0.00	0.00	0.00	0.00	95.48
1339005854	14.662606	2.534	6.44	0.00	1.98	11.39	0.00	0.00	0.00	0.00	80.20
1339005855	14.662606	0.8	4.50	0.00	3.50	16.00	0.00	0.50	0.00	0.00	75.50
1339005856	14.662606	0.8	3.02	0.00	1.51	0.00	0.00	0.00	0.00	0.00	95.48
1339005857	14.662606	0.8	1.52	0.00	2.02	0.00	0.00	0.00	0.00	0.00	96.46
1339005858	14.662606	0.8	1.99	0.00	1.00	0.00	0.00	0.50	0.00	0.00	96.52
1339005859	14.662606	0.8	3.50	0.00	2.50	0.00	0.00	0.00	0.00	0.00	94.00
1339005860	14.662606	0.8	1.52	0.00	1.01	13.13	0.00	0.00	0.00	0.00	84.34
1339005861	14.662606	0.8	4.02	0.00	2.01	0.00	0.00	0.00	0.00	0.00	93.97
1339005862	14.662606	0.8	2.49	0.00	2.99	0.00	0.00	0.50	0.00	0.00	94.03
1339005864	14.662606	0.8	2.51	0.00	2.51	0.00	0.00	0.00	0.00	0.00	94.97
1339005865	14.662606	0.8	3.50	0.00	4.00	0.00	0.00	0.00	0.00	0.00	92.50
1339005866	14.662606	0.8	2.51	0.00	0.50	2.51	0.00	0.50	0.00	0.00	93.97
1339005867	14.662606	0.8	2.50	0.00	2.50	0.00	0.00	0.50	0.00	0.00	94.50
1339005868	14.662606	0.8	7.54	0.00	3.52	0.00	0.00	0.50	0.00	0.00	88.44
1339005869	14.918094	0.8	3.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	94.00
1339005870	14.918094	0.8	2.99	0.00	2.99	0.00	0.00	0.00	0.00	0.00	94.03
1339005871	14.918094	0.8	3.00	0.00	2.50	2.00	0.00	0.00	0.00	0.00	92.50
1339005872	14.918094	0.8	2.53	0.00	2.53	0.00	0.00	0.00	0.00	0.00	94.95
1339005873	14.918094	0.8	2.02	0.00	2.53	0.00	0.00	0.51	0.00	0.00	94.95
1339005874	14.918094	0.8	2.00	0.00	2.50	0.00	0.00	0.00	0.00	0.00	95.50
1339005875	14.918094	0.8	3.00	0.00	2.50	0.00	0.00	0.50	0.00	0.00	94.00
1339005876	14.918094	0.8	3.48	0.00	2.49	2.49	0.00	0.50	0.00	0.00	91.04
1339005877	14.918094	0.8	1.51	0.00	1.01	0.00	0.00	0.50	0.00	0.00	96.98
1339005878	14.918094	0.8	1.50	0.00	2.00	0.00	0.00	0.00	0.00	0.00	96.50
1339005879	14.918094	0.8	3.52	0.00	2.01	0.00	0.00	0.00	0.00	0.00	94.47
1339005880	14.918094	2.535	3.48	0.00	1.00	0.00	0.00	0.50	0.00	0.00	95.02
1339005881	14.918094	0.8	2.51	0.00	4.02	3.02	0.00	0.50	0.00	0.00	89.95
1339005882	14.918094	0.8	4.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	92.00
1339005883	14.918094	0.8	16.00	0.00	2.50	0.00	0.00	1.00	0.00	0.00	80.50
1339005884	15.68398	0.8	3.02	0.00	4.02	0.00	0.00	0.00	0.00	0.00	92.96
1339005885	15.68398	0.8	3.54	0.00	2.02	24.24	0.00	0.00	0.00	0.00	70.20
1339005886	15.68398	0.8	2.50	0.00	3.50	0.00	0.00	0.50	0.00	0.00	93.50
1339005887	15.68398	0.8	2.01	0.00	3.52	0.00	0.00	0.00	0.00	0.00	94.47
1339005888	15.68398	0.8	2.49	0.00	2.99	0.00	0.00	0.50	0.00	0.00	94.03
1339005889	15.68398	0.8	2.00	0.00	4.50	0.00	0.00	0.50	0.00	0.00	93.00
1339005890	15.68398	0.8	3.02	0.00	2.51	3.02	0.00	0.00	0.00	0.00	91.46
1339005891	15.68398	0.8	1.01	0.00	3.02	0.00	0.00	0.00	0.00	0.00	95.98
1339005892	15.68398	0.8	2.01	0.00	2.01	0.00	0.00	0.00	0.00	0.00	95.98
1339005893	15.68398	0.8	4.00	0.00	3.50	0.00	0.00	0.50	0.00	0.00	92.00
1339005894	15.68398	0.8	1.50	0.00	2.50	0.00	0.00	0.00	0.00	0.00	96.00
1339005895	15.68398	0.8	2.01	0.00	4.52	2.51	0.00	0.00	0.00	0.00	90.95
1339005896	15.68398	0.8	3.52	0.00	3.52	0.00	0.00	0.50	0.00	0.00	92.46
1339005897	15.68398	0.8	1.51	0.00	4.02	0.00	0.00	0.00	0.00	0.00	94.47
1339005898	15.68398	0.8	2.99	0.00	2.49	0.00	0.00	0.50	0.00	0.00	94.03
1339005899	15.151176	0.8	4.02	0.00	3.02	0.00	0.00	0.00	0.00	0.00	92.96
1339005900	15.151176	0.8	1.52	0.00	1.52	0.51	0.00	0.00	0.00	0.00	96.46
1339005901	15.151176	0.8	5.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	93.00
1339005902	15.151176	0.8	5.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	93.00
1339005903	15.151176	0.8	1.00	0.00	1.50	0.00	0.00	0.00	0.00	0.00	97.50
1339005905	15.151176	0.8	1.50	0.00	2.00	0.00	0.00	0.50	0.00	0.00	96.00
1339005906	15.151176	0.8	0.51	0.00	1.01	2.02	0.00	0.00	0.00	0.00	96.46
1339005907	15.151176	0.8	1.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	98.47
1339005908	15.151176	0.8	0.51	0.00	0.51	0.00	0.00	0.00	0.00	0.00	98.97
1339005909	15.151176	0.8	0.50	0.00	1.00	0.00	0.00	0.00	0.00	0.00	98.51
1339005910	15.151176	2.535	2.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	97.00
1339005911	15.151176	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	99.00
1339005912	15.151176	0.8	1.01	0.00	0.50	1.51	0.00	0.50	0.00	0.00	96.48
1339005913	15.151176	0.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00
1339005914	15.151176	0.8	0.00	0.00	0.51	0.00	0.00	0.51	0.00	0.00	98.99
1339005915	12.325232	2.535	1.51	0.00	1.51	24.62	0.00	0.00	0.00	0.00	72.36
1339005916	12.325232	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.99
1339005917	12.325232	0.8	0.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.49
1339005918	12.325232	0.8	1.01	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.49
1339005919	12.325232	0.8	1.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.50
1339005920	12.325232	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	99.00
1339005921	12.325232	0.8	0.50	0.00	1.01	0.00	0.00	0.00	0.00	0.00	98.49
1339005922	12.325232	0.8	0.50	0.00	1.50	0.00	0.00	0.00	0.00	0.00	98.00
1339005923	12.325232	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.99
1339005924	12.325232	0.8	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.50
1339005925	12.325232	0.8	0.50	0.00	0.00	1.99	0.00	0.00	0.00	0.00	97.51
1339005926	12.325232	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	99.00
1339005927	12.325232	0.8	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	98.01
1339005928	12.325232	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	99.00
1339005929	12.325232	0.8	0.50	0.00	0.00	0.00	0.00	0.50	0.00	0.00	98.99
1339005930	12.071199	0.8	0.00	0.00	0.50	1.50	0.00	0.00	0.00	0.00	98.00
1339005931	12.071199	0.8	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	98.00
1339005932	12.071199	0.8	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	99.00
1339005933	12.071199	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.99
1339005934	12.071199	0.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00
1339005935	12.071199	0.8	0.00	0.00	1.01	1.01	0.00	0.00	0.00	0.00	97.99
1339005936	12.071199	0.8	0.99	0.00	0.99	0.00	0.00	0.00	0.00	0.00	98.02
1339005937	12.071199	0.8	0.00	0.00	0.51	0.00	0.00	0.00	0.00	0.00	99.49
1339005938	12.071199	0.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00
1339005939	12.071199	0.8	2.01	0.00	1.01	0.00	0.00	0.00	0.00	0.00	96.98
1339005940	12.071199	0.8	1.00	0.00	0.00	1.50	0.00	0.00	0.00	0.00	97.50
1339005941	12.071199	0.8	2.01	0.00	0.50	0.00	0.00	0.00	0.00	0.00	97.49
1339005942	12.071199	0.8	1.00	0.00	1.00	0.00	0.00	0.50	0.00	0.00	97.51
1339005943	12.071199	0.8	1.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.50
1339005944	12.071199	0.8	1.01	0.00	1.51	18.09	0.00	0.00	0.00	0.00	79.40
1339005946	12.216888	0.8	1.50	0.00	0.50	8.00	0.00	0.00	0.00	0.00	90.00
1339005947	12.216888	0.8	1.50	0.00	1.00	0.00	0.00	0.00	0.00	0.00	97.50
1339005948	12.216888	0.8	0.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.49
1339005949	12.216888	0.8	1.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.51
1339005950	12.216888	0.8	1.01	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.49
1339005951	12.216888	0.8	0.50	0.00	0.50	2.01	0.00	0.00	0.00	0.00	96.98
1339005952	12.216888	0.8	1.02	0.00	0.51	0.00	0.00	0.00	0.00	0.00	98.48
1339005953	12.216888	0.8	0.00	0.00	1.50	0.00	0.00	0.50	0.00	0.00	98.00
1339005954	12.216888	0.8	1.01	0.00	1.01	0.00	0.00	0.00	0.00	0.00	97.99
1339005955	12.216888	2.535	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	99.50
1339005956	12.216888	0.8	0.50	0.00	1.00	0.00	0.00	0.00	0.00	0.00	98.50
1339005957	12.216888	0.8	0.99	0.00	0.00	0.00	0.00	0.50	0.00	0.00	98.51
1339005958	12.216888	0.8	0.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.48
1339005959	12.216888	0.8	0.00	0.00	1.51	0.00	0.00	0.00	0.00	0.00	98.49
1339005960	12.216888	0.8	0.50	0.00	0.50	1.50	0.00	0.00	0.00	0.00	97.50
1339005961	11.841843	0.8	1.00	0.00	0.50	0.00	0.00	0.50	0.00	0.00	98.00
1339005962	11.841843	0.8	2.03	0.00	1.02	0.00	0.00	0.00	0.00	0.00	96.95
1339005963	11.841843	0.8	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	99.00
1339005964	11.841843	0.8	1.01	0.00	1.01	0.00	0.00	0.00	0.00	0.00	97.99
1339005965	11.841843	0.8	1.00	0.00	0.50	1.00	0.00	0.00	0.00	0.00	97.51
1339005966	11.841843	0.8	3.00	0.00	1.50	2.50	0.00	0.00	0.00	0.00	93.00
1339005967	11.841843	0.8	2.00	0.00	1.50	0.00	0.00	0.50	0.00	0.00	96.00
1339005968	11.841843	0.8	2.01	0.00	2.01	0.00	0.00	0.00	0.00	0.00	95.98
1339005969	11.841843	0.8	2.01	0.00	2.51	0.00	0.00	0.00	0.00	0.00	95.48
1339005970	11.841843	0.8	1.51	0.00	1.51	0.00	0.00	0.00	0.00	0.00	96.98
1339005971	11.841843	0.8	3.00	0.00	2.50	0.00	0.00	1.00	0.00	0.00	93.50
1339005972	11.841843	0.8	1.52	0.00	2.03	2.54	0.00	0.00	0.00	0.00	93.91
1339005973	11.841843	0.8	2.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	97.00
1339005974	11.841843	0.8	2.51	0.00	1.01	9.05	0.00	0.00	0.00	0.00	87.44
1339005975	11.841843	0.8	1.99	0.00	2.49	17.91	0.00	0.00	0.00	0.00	77.61
1339005976	14.800058	0.8	1.00	0.00	3.50	0.00	0.00	0.50	0.00	0.00	95.00
1339005977	14.800058	0.8	1.51	0.00	2.51	0.00	0.00	0.50	0.00	0.00	95.48
1339005978	14.800058	0.8	3.50	0.00	2.50	0.00	0.00	0.00	0.00	0.00	94.00
1339005979	14.800058	0.8	2.00	0.00	2.50	0.00	0.00	0.00	0.00	0.00	95.50
1339005980	14.800058	0.8	2.51	0.00	2.51	5.03	0.00	0.00	0.00	0.00	89.95
1339005981	14.800058	0.8	3.50	0.00	2.00	0.00	0.00	0.00	0.00	0.00	94.50
1339005982	14.800058	0.8	2.01	0.00	3.02	0.00	0.00	0.00	0.00	0.00	94.97
1339005983	14.800058	0.8	2.51	0.00	3.02	0.00	0.00	0.50	0.00	0.00	93.97
1339005985	14.800058	0.8	2.00	0.00	2.50	0.00	0.00	0.50	0.00	0.00	95.00
1339005986	14.800058	0.8	1.50	0.00	2.00	2.00	0.00	0.00	0.00	0.00	94.50
1339005987	14.800058	0.8	1.50	0.00	3.00	0.00	0.00	0.00	0.00	0.00	95.50
1339005988	14.800058	0.8	2.50	0.00	2.50	0.00	0.00	0.50	0.00	0.00	94.50
