timestamp	power(W)	freq	%usr	%nice	%sys	%iowait	%irq	%soft	%steal	%guest	%idle
1339005989	14.800058	0.8	1.51	0.00	1.51	0.00	0.00	0.00	0.00	0.00	96.98
1339005990	14.800058	0.8	2.51	0.00	2.01	0.00	0.00	0.00	0.00	0.00	95.48
1339005991	14.800058	0.8	1.50	0.00	2.50	3.00	0.00	0.50	0.00	0.00	92.50
1339005992	14.3922	0.8	2.53	0.00	2.53	0.00	0.00	0.00	0.00	0.00	94.95
1339005993	14.3922	0.8	2.02	0.00	0.51	0.00	0.00	0.51	0.00	0.00	96.97
1339005994	14.3922	0.8	1.01	0.00	3.02	0.00	0.00	0.00	0.00	0.00	95.98
1339005995	14.3922	0.8	2.01	0.00	2.51	0.00	0.00	0.00	0.00	0.00	95.48
1339005996	14.3922	0.8	1.00	0.00	2.50	2.50	0.00	0.50	0.00	0.00	93.50
1339005997	14.3922	0.8	2.00	0.00	2.50	0.00	0.00	0.00	0.00	0.00	95.50
1339005998	14.3922	0.8	2.50	0.00	1.50	0.00	0.00	0.50	0.00	0.00	95.50
1339005999	14.3922	0.8	1.52	0.00	2.53	0.00	0.00	0.00	0.00	0.00	95.96
1339006000	14.3922	0.8	1.01	0.00	1.51	0.00	0.00	0.50	0.00	0.00	96.98
1339006001	14.3922	0.8	1.01	0.00	0.50	2.01	0.00	0.00	0.00	0.00	96.48
1339006002	14.3922	0.8	1.52	0.00	0.51	0.00	0.00	0.00	0.00	0.00	97.98
1339006003	14.3922	0.8	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.00
1339006004	14.3922	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.99
1339006005	14.3922	2.534	2.00	0.00	0.50	21.50	0.00	0.00	0.00	0.00	76.00
1339006006	14.3922	0.8	3.02	0.00	1.51	0.00	0.00	0.00	0.00	0.00	95.48
1339006007	13.134869	0.8	3.50	0.00	2.00	0.00	0.00	0.50	0.00	0.00	94.00
1339006008	13.134869	0.8	3.02	0.00	0.50	0.00	0.00	0.00	0.00	0.00	96.48
1339006009	13.134869	0.8	2.02	0.00	1.52	0.00	0.00	0.51	0.00	0.00	95.96
1339006010	13.134869	0.8	1.00	0.00	1.99	3.48	0.00	0.50	0.00	0.00	93.03
1339006011	13.134869	0.8	1.00	0.00	1.99	0.00	0.00	0.50	0.00	0.00	96.52
1339006012	13.134869	0.8	1.51	0.00	2.01	0.00	0.00	0.00	0.00	0.00	96.48
1339006013	13.134869	0.8	1.51	0.00	2.01	0.00	0.00	0.50	0.00	0.00	95.98
1339006014	13.134869	0.8	2.50	0.00	1.50	0.00	0.00	0.00	0.00	0.00	96.00
1339006015	13.134869	0.8	2.02	0.00	2.53	4.55	0.00	0.00	0.00	0.00	90.91
1339006016	13.134869	0.8	1.01	0.00	1.51	0.00	0.00	0.50	0.00	0.00	96.98
1339006017	13.134869	0.8	1.00	0.00	3.50	0.00	0.00	0.00	0.00	0.00	95.50
1339006018	13.134869	0.8	1.01	0.00	1.01	0.00	0.00	0.00	0.00	0.00	97.99
1339006019	13.134869	0.8	2.50	0.00	2.00	0.00	0.00	0.50	0.00	0.00	95.00
1339006020	13.134869	0.8	2.00	0.00	1.00	3.00	0.00	0.00	0.00	0.00	94.00
1339006021	13.134869	0.8	2.01	0.00	2.51	0.00	0.00	0.00	0.00	0.00	95.48
1339006022	14.3451	0.8	2.50	0.00	2.00	0.00	0.00	0.00	0.00	0.00	95.50
1339006023	14.3451	0.8	1.52	0.00	1.52	0.00	0.00	0.51	0.00	0.00	96.46
1339006024	14.3451	0.8	1.99	0.00	1.00	0.00	0.00	0.50	0.00	0.00	96.52
1339006026	14.3451	0.8	1.51	0.00	2.01	2.51	0.00	0.50	0.00	0.00	93.47
1339006027	14.3451	0.8	1.51	0.00	1.51	0.00	0.00	0.00	0.00	0.00	96.98
1339006028	14.3451	0.8	0.50	0.00	1.51	0.00	0.00	0.00	0.00	0.00	97.99
1339006029	14.3451	0.8	1.50	0.00	0.00	0.00	0.00	0.50	0.00	0.00	98.00
1339006030	14.3451	0.8	1.51	0.00	1.01	0.00	0.00	0.00	0.00	0.00	97.49
1339006031	14.3451	0.8	1.51	0.00	1.01	0.00	0.00	0.00	0.00	0.00	97.49
1339006032	14.3451	0.8	1.50	0.00	0.50	1.50	0.00	0.00	0.00	0.00	96.50
1339006033	14.3451	0.8	1.99	0.00	2.49	0.00	0.00	0.50	0.00	0.00	95.02
1339006034	14.3451	0.8	0.50	0.00	2.50	0.00	0.00	1.00	0.00	0.00	96.00
1339006035	14.3451	0.8	1.51	0.00	2.01	25.13	0.00	0.50	0.00	0.00	70.85
1339006036	14.3451	0.8	1.50	0.00	3.00	0.00	0.00	0.00	0.00	0.00	95.50
1339006037	14.3451	0.8	1.50	0.00	1.50	0.00	0.00	0.00	0.00	0.00	97.00
1339006038	14.904595	0.8	2.00	0.00	2.50	0.00	0.00	0.50	0.00	0.00	95.00
1339006039	14.904595	0.8	1.49	0.00	2.99	0.00	0.00	0.50	0.00	0.00	95.02
1339006040	14.904595	0.8	1.01	0.00	1.51	2.01	0.00	0.00	0.00	0.00	95.48
1339006041	14.904595	0.8	1.01	0.00	2.01	0.00	0.00	0.00	0.00	0.00	96.98
1339006042	14.904595	0.8	2.50	0.00	2.00	0.00	0.00	0.50	0.00	0.00	95.00
1339006043	14.904595	0.8	2.00	0.00	2.50	0.00	0.00	0.00	0.00	0.00	95.50
1339006044	14.904595	0.8	2.01	0.00	2.51	0.00	0.00	0.00	0.00	0.00	95.48
1339006045	14.904595	0.8	2.00	0.00	2.00	4.50	0.00	0.00	0.00	0.00	91.50
1339006046	14.904595	0.8	2.01	0.00	1.51	0.00	0.00	0.00	0.00	0.00	96.48
1339006047	14.904595	0.8	0.50	0.00	2.50	0.00	0.00	0.00	0.00	0.00	97.00
1339006048	14.904595	0.8	2.01	0.00	2.51	0.00	0.00	0.00	0.00	0.00	95.48
1339006049	14.904595	0.8	2.01	0.00	2.51	0.00	0.00	0.00	0.00	0.00	95.48
1339006050	14.904595	0.8	1.50	0.00	2.50	2.00	0.00	0.00	0.00	0.00	94.00
1339006051	14.904595	0.8	1.49	0.00	2.99	0.00	0.00	0.00	0.00	0.00	95.52
1339006052	14.904595	0.8	1.00	0.00	1.49	0.00	0.00	0.50	0.00	0.00	97.01
1339006053	14.534286	0.8	0.51	0.00	2.02	0.00	0.00	0.51	0.00	0.00	96.97
1339006054	14.534286	0.8	2.00	0.00	2.50	0.00	0.00	0.00	0.00	0.00	95.50
1339006055	14.534286	0.8	2.00	0.00	2.50	2.50	0.00	0.00	0.00	0.00	93.00
1339006056	14.534286	0.8	1.01	0.00	4.04	0.00	0.00	0.00	0.00	0.00	94.95
1339006057	14.534286	0.8	1.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.50
1339006058	14.534286	0.8	1.01	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.49
1339006059	14.534286	0.8	1.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.50
1339006060	14.534286	0.8	1.01	0.00	0.51	0.00	0.00	0.00	0.00	0.00	98.48
1339006061	14.534286	0.8	1.02	0.00	0.51	0.51	0.00	0.00	0.00	0.00	97.96
1339006062	14.534286	0.8	1.49	0.00	1.00	0.00	0.00	0.00	0.00	0.00	97.51
1339006063	14.534286	0.8	0.50	0.00	1.00	0.00	0.00	0.00	0.00	0.00	98.50
1339006064	14.534286	0.8	1.50	0.00	1.00	15.50	0.00	0.00	0.00	0.00	82.00
1339006065	14.534286	0.8	1.49	0.00	1.99	5.97	0.00	0.50	0.00	0.00	90.05
1339006066	14.534286	0.8	1.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.50
1339006068	14.534286	0.8	0.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.49
1339006069	12.339208	0.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00
1339006070	12.339208	0.8	0.00	0.00	0.50	0.00	0.00	0.50	0.00	0.00	98.99
1339006071	12.339208	0.8	1.01	0.00	1.01	0.50	0.00	0.00	0.00	0.00	97.49
1339006072	12.339208	0.8	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	98.99
1339006073	12.339208	0.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00
1339006074	12.339208	0.8	1.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	98.50
1339006075	12.339208	0.8	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	99.50
1339006076	12.339208	0.8	0.50	0.00	1.01	0.00	0.00	0.00	0.00	0.00	98.49
1339006077	12.339208	0.8	0.51	0.00	0.51	0.00	0.00	0.00	0.00	0.00	98.98
1339006078	12.339208	0.8	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	98.99
1339006079	12.339208	0.8	0.00	0.00	0.51	0.00	0.00	0.00	0.00	0.00	99.49
1339006080	12.339208	0.8	0.51	0.00	0.51	0.00	0.00	0.51	0.00	0.00	98.48
1339006081	12.339208	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.99
1339006082	12.339208	0.8	3.02	0.00	1.51	0.00	0.00	0.00	0.00	0.00	95.48
1339006083	12.339208	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.99
1339006084	12.046608	0.8	0.99	0.00	0.99	0.00	0.00	0.00	0.00	0.00	98.02
1339006085	12.046608	0.8	0.50	0.00	0.50	2.00	0.00	0.00	0.00	0.00	97.00
1339006086	12.046608	0.8	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	98.00
1339006087	12.046608	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.99
1339006088	12.046608	0.8	0.50	0.00	1.01	0.00	0.00	0.00	0.00	0.00	98.49
1339006089	12.046608	0.8	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.50
1339006090	12.046608	0.8	0.51	0.00	1.02	0.00	0.00	0.00	0.00	0.00	98.48
1339006091	12.046608	0.8	1.51	0.00	0.50	0.00	0.00	0.00	0.00	0.00	97.99
1339006092	12.046608	0.8	1.01	0.00	0.00	1.01	0.00	0.00	0.00	0.00	97.98
1339006093	12.046608	0.8	2.01	0.00	0.50	0.00	0.00	0.00	0.00	0.00	97.49
1339006094	12.046608	0.8	2.50	0.00	0.00	6.00	0.00	0.00	0.00	0.00	91.50
1339006095	12.046608	0.8	2.51	0.00	1.01	18.09	0.00	0.00	0.00	0.00	78.39
1339006096	12.046608	0.8	0.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.49
1339006097	12.046608	0.8	1.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	98.50
1339006098	12.046608	0.8	1.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.50
1339006099	12.108187	0.8	1.01	0.00	1.01	0.00	0.00	0.00	0.00	0.00	97.99
1339006100	12.108187	0.8	1.00	0.00	1.00	0.50	0.00	0.00	0.00	0.00	97.50
1339006101	12.108187	0.8	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	99.00
1339006102	12.108187	0.8	0.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.49
1339006103	12.108187	0.8	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.00
1339006104	12.108187	0.8	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.50
1339006105	12.108187	0.8	1.04	0.00	1.04	1.56	0.00	0.00	0.00	0.00	96.35
1339006106	12.108187	0.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00
1339006108	12.108187	0.8	0.51	0.00	0.51	0.00	0.00	0.00	0.00	0.00	98.99
1339006109	12.108187	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	99.00
1339006110	12.108187	0.8	1.01	0.00	1.01	0.00	0.00	0.00	0.00	0.00	97.99
1339006111	12.108187	0.8	0.50	0.00	0.50	1.01	0.00	0.00	0.00	0.00	97.99
1339006112	12.108187	0.8	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	98.00
1339006113	12.108187	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	99.00
1339006114	12.108187	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.99
1339006115	11.907425	0.8	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	99.50
1339006116	11.907425	0.8	1.01	0.00	0.00	1.01	0.00	0.00	0.00	0.00	97.98
1339006117	11.907425	0.8	0.50	0.00	2.00	6.00	0.00	0.00	0.00	0.00	91.50
1339006118	11.907425	0.8	1.01	0.00	2.01	0.00	0.00	0.50	0.00	0.00	96.48
1339006119	11.907425	0.8	1.50	0.00	2.00	0.00	0.00	0.50	0.00	0.00	96.00
1339006120	11.907425	0.8	1.50	0.00	1.00	0.00	0.00	0.50	0.00	0.00	97.00
1339006121	11.907425	0.8	1.00	0.00	2.50	0.00	0.00	0.00	0.00	0.00	96.50
1339006122	11.907425	0.8	1.50	0.00	0.50	3.50	0.00	0.00	0.00	0.00	94.50
1339006123	11.907425	0.8	0.50	0.00	2.50	0.00	0.00	1.50	0.00	0.00	95.50
1339006124	11.907425	0.8	2.00	0.00	2.00	0.00	0.00	0.50	0.00	0.00	95.50
1339006125	11.907425	0.8	1.99	0.00	1.99	26.37	0.00	0.50	0.00	0.00	69.15
1339006126	11.907425	0.8	1.01	0.00	3.02	0.00	0.00	0.50	0.00	0.00	95.48
1339006127	11.907425	0.8	1.00	0.00	1.49	0.00	0.00	0.50	0.00	0.00	97.01
1339006128	11.907425	0.8	1.49	0.00	2.49	0.00	0.00	0.50	0.00	0.00	95.52
1339006129	11.907425	0.8	1.52	0.00	1.52	0.00	0.00	0.00	0.00	0.00	96.97
1339006130	14.29632	0.8	3.48	0.00	2.49	3.98	0.00	1.00	0.00	0.00	89.05
1339006131	14.29632	0.8	1.51	0.00	1.01	0.00	0.00	0.00	0.00	0.00	97.49
1339006132	14.29632	0.8	3.02	0.00	3.52	0.00	0.00	0.50	0.00	0.00	92.96
1339006133	14.29632	0.8	1.00	0.00	3.00	0.00	0.00	0.50	0.00	0.00	95.50
1339006134	14.29632	0.8	1.49	0.00	2.99	0.00	0.00	0.50	0.00	0.00	95.02
1339006135	14.29632	0.8	2.02	0.00	2.02	2.53	0.00	0.51	0.00	0.00	92.93
1339006136	14.29632	0.8	3.98	0.00	1.99	0.00	0.00	1.00	0.00	0.00	93.03
1339006137	14.29632	0.8	2.49	0.00	1.00	0.00	0.00	0.00	0.00	0.00	96.52
1339006138	14.29632	0.8	1.01	0.00	1.51	0.00	0.00	0.50	0.00	0.00	96.98
1339006139	14.29632	0.8	1.01	0.00	1.51	6.03	0.00	0.50	0.00	0.00	90.95
1339006140	14.29632	0.8	1.99	0.00	1.99	1.49	0.00	0.50	0.00	0.00	94.03
1339006141	14.29632	0.8	4.50	0.00	2.00	0.00	0.00	0.50	0.00	0.00	93.00
1339006142	14.29632	0.8	1.50	0.00	1.00	0.00	0.00	0.50	0.00	0.00	97.00
1339006143	14.29632	0.8	2.51	0.00	1.51	0.00	0.00	0.00	0.00	0.00	95.98
1339006144	14.29632	0.8	1.00	0.00	3.00	0.00	0.00	0.50	0.00	0.00	95.50
1339006145	13.962112	0.8	0.50	0.00	1.01	4.52	0.00	0.00	0.00	0.00	93.97
1339006147	13.962112	0.8	1.50	0.00	4.00	0.00	0.00	1.00	0.00	0.00	93.50
1339006148	13.962112	0.8	2.00	0.00	2.00	0.00	0.00	0.50	0.00	0.00	95.50
1339006149	13.962112	0.8	1.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	97.00
1339006150	13.962112	0.8	1.50	0.00	2.50	0.00	0.00	0.00	0.00	0.00	96.00
1339006151	13.962112	0.8	1.51	0.00	2.01	0.00	0.00	0.00	0.00	0.00	96.48
1339006152	13.962112	0.8	1.01	0.00	2.53	2.02	0.00	0.00	0.00	0.00	94.44
1339006153	13.962112	0.8	2.50	0.00	4.00	0.00	0.00	0.00	0.00	0.00	93.50
1339006154	13.962112	0.8	1.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	95.00
1339006155	13.962112	0.8	2.51	0.00	2.51	26.13	0.00	0.50	0.00	0.00	68.34
1339006156	13.962112	0.8	3.00	0.00	2.50	0.00	0.00	0.50	0.00	0.00	94.00
1339006157	13.962112	0.8	2.01	0.00	2.01	0.00	0.00	0.00	0.00	0.00	95.98
1339006158	13.962112	0.8	3.00	0.00	4.50	0.00	0.00	0.00	0.00	0.00	92.50
1339006159	13.962112	0.8	2.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	96.00
1339006160	13.962112	0.8	2.00	0.00	2.50	2.50	0.00	0.50	0.00	0.00	92.50
1339006161	14.70554	0.8	2.51	0.00	2.01	0.00	0.00	0.00	0.00	0.00	95.48
1339006162	14.70554	0.8	1.51	0.00	3.52	0.00	0.00	0.00	0.00	0.00	94.97
1339006163	14.70554	0.8	2.51	0.00	2.01	0.00	0.00	0.50	0.00	0.00	94.97
1339006164	14.70554	0.8	1.99	0.00	2.99	0.00	0.00	0.50	0.00	0.00	94.53
1339006165	14.70554	0.8	1.49	0.00	1.49	2.48	0.00	0.50	0.00	0.00	94.06
1339006166	14.70554	0.8	2.01	0.00	1.51	0.00	0.00	0.00	0.00	0.00	96.48
1339006167	14.70554	0.8	1.00	0.00	3.00	0.00	0.00	0.50	0.00	0.00	95.50
1339006168	14.70554	0.8	6.50	0.00	1.50	0.00	0.00	0.50	0.00	0.00	91.50
1339006169	14.70554	0.8	2.01	0.00	2.01	0.00	0.00	0.00	0.00	0.00	95.98
1339006170	14.70554	0.8	1.01	0.00	2.01	4.02	0.00	0.50	0.00	0.00	92.46
1339006171	14.70554	0.8	2.51	0.00	2.01	0.00	0.00	0.00	0.00	0.00	95.48
1339006172	14.70554	0.8	1.50	0.00	2.00	0.00	0.00	0.00	0.00	0.00	96.50
1339006173	14.70554	0.8	1.50	0.00	1.00	0.00	0.00	0.00	0.00	0.00	97.50
1339006174	14.70554	0.8	2.02	0.00	2.53	0.00	0.00	0.00	0.00	0.00	95.45
1339006175	14.70554	1.6	1.00	0.00	1.00	2.50	0.00	0.00	0.00	0.00	95.50
1339006176	14.177257	0.8	2.99	0.00	1.99	0.00	0.00	0.50	0.00	0.00	94.53
1339006177	14.177257	0.8	2.53	0.00	2.02	0.00	0.00	0.51	0.00	0.00	94.95
1339006178	14.177257	0.8	2.01	0.00	2.51	0.00	0.00	0.00	0.00	0.00	95.48
1339006179	14.177257	0.8	2.00	0.00	2.00	0.00	0.00	0.50	0.00	0.00	95.50
1339006180	14.177257	0.8	2.00	0.00	2.50	3.00	0.00	0.00	0.00	0.00	92.50
1339006181	14.177257	0.8	1.50	0.00	3.00	0.00	0.00	0.00	0.00	0.00	95.50
1339006182	14.177257	0.8	0.50	0.00	2.00	0.00	0.00	0.50	0.00	0.00	97.00
1339006183	14.177257	0.8	2.51	0.00	1.51	0.00	0.00	0.00	0.00	0.00	95.98
1339006184	14.177257	0.8	2.99	0.00	2.49	18.41	0.00	0.50	0.00	0.00	75.62
1339006185	14.177257	0.8	1.50	0.00	3.50	7.00	0.00	0.00	0.00	0.00	88.00
1339006187	14.177257	0.8	2.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	95.00
1339006188	14.177257	0.8	2.01	0.00	2.51	0.00	0.00	0.00	0.00	0.00	95.48
1339006189	14.177257	0.8	2.51	0.00	1.51	0.00	0.00	0.50	0.00	0.00	95.48
1339006190	14.177257	0.8	1.51	0.00	2.01	0.00	0.00	0.50	0.00	0.00	95.98
1339006191	14.177257	0.8	1.01	0.00	1.51	2.51	0.00	0.50	0.00	0.00	94.47
1339006192	14.309793	0.8	1.51	0.00	2.01	0.00	0.00	0.50	0.00	0.00	95.98
1339006193	14.309793	0.8	1.01	0.00	1.01	0.00	0.00	0.00	0.00	0.00	97.98
1339006194	14.309793	0.8	1.01	0.00	3.03	0.00	0.00	0.51	0.00	0.00	95.45
1339006195	14.309793	0.8	1.52	0.00	3.03	0.51	0.00	0.51	0.00	0.00	94.44
1339006196	14.309793	0.8	2.01	0.00	1.01	0.00	0.00	0.00	0.00	0.00	96.98
1339006197	14.309793	0.8	2.50	0.00	1.50	0.00	0.00	0.50	0.00	0.00	95.50
1339006198	14.309793	0.8	3.52	0.00	2.51	0.00	0.00	0.00	0.00	0.00	93.97
1339006199	14.309793	0.8	1.01	0.00	2.53	0.00	0.00	0.00	0.00	0.00	96.46
1339006200	14.309793	0.8	1.01	0.00	2.53	2.53	0.00	0.00	0.00	0.00	93.94
1339006201	14.309793	0.8	1.50	0.00	1.50	0.00	0.00	0.00	0.00	0.00	97.00
1339006202	14.309793	0.8	2.02	0.00	1.52	0.00	0.00	0.00	0.00	0.00	96.46
1339006203	14.309793	0.8	1.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	98.50
1339006204	14.309793	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.99
1339006205	14.309793	0.8	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.00
1339006206	14.309793	0.8	1.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.50
1339006207	11.981748	0.8	0.50	0.00	1.00	0.00	0.00	0.00	0.00	0.00	98.51
1339006208	11.981748	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	99.00
1339006209	11.981748	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	99.00
1339006210	11.981748	0.8	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.50
1339006211	11.981748	0.8	0.50	0.00	1.01	0.00	0.00	0.00	0.00	0.00	98.49
1339006212	11.981748	0.8	1.01	0.00	0.00	0.51	0.00	0.00	0.00	0.00	98.48
1339006213	11.981748	0.8	1.01	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.49
1339006214	11.981748	0.8	1.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	91.00
1339006215	11.981748	0.8	1.01	0.00	0.50	16.08	0.00	0.00	0.00	0.00	82.41
1339006216	11.981748	0.8	0.50	0.00	1.00	0.00	0.00	0.00	0.00	0.00	98.51
1339006217	11.981748	0.8	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	98.96
1339006218	11.981748	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.99
1339006219	11.981748	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.99
1339006220	11.981748	0.8	0.50	0.00	1.00	1.49	0.00	0.00	0.00	0.00	97.01
1339006221	11.981748	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	99.00
1339006222	12.944928	0.8	0.50	0.00	0.50	0.00	0.00	0.50	0.00	0.00	98.50
1339006223	12.944928	0.8	1.01	0.00	0.51	0.00	0.00	0.00	0.00	0.00	98.48
1339006225	12.944928	0.8	0.50	0.00	1.00	0.00	0.00	0.00	0.00	0.00	98.50
1339006226	12.944928	0.8	0.00	0.00	1.02	0.00	0.00	0.00	0.00	0.00	98.98
1339006227	12.944928	0.8	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	98.99
1339006228	12.944928	0.8	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	98.00
1339006229	12.944928	0.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	100.00
1339006230	12.944928	0.8	0.50	0.00	0.00	0.00	0.00	0.50	0.00	0.00	99.00
1339006231	12.944928	0.8	0.00	0.00	1.01	1.01	0.00	0.00	0.00	0.00	97.99
1339006232	12.944928	0.8	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	98.99
1339006233	12.944928	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.99
1339006234	12.944928	0.8	0.00	0.00	1.01	0.00	0.00	0.00	0.00	0.00	98.99
1339006235	12.944928	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	99.00
1339006236	12.944928	0.8	0.50	0.00	0.50	1.01	0.00	0.00	0.00	0.00	97.99
1339006237	12.944928	0.8	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.00
1339006238	12.461664	0.8	0.51	0.00	1.02	0.00	0.00	0.00	0.00	0.00	98.48
1339006239	12.461664	0.8	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	98.99
1339006240	12.461664	0.8	0.51	0.00	0.51	1.01	0.00	0.00	0.00	0.00	97.98
1339006241	12.461664	0.8	0.51	0.00	0.51	0.00	0.00	0.00	0.00	0.00	98.98
1339006242	12.461664	0.8	1.01	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.49
1339006243	12.461664	0.8	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.50
1339006244	12.461664	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.99
1339006245	12.461664	0.8	3.06	0.00	1.02	24.49	0.00	0.00	0.00	0.00	71.43
1339006246	12.461664	0.8	1.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.00
1339006247	12.461664	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.99
1339006248	12.461664	0.8	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.50
1339006249	12.461664	0.8	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.50
1339006250	12.461664	0.8	1.52	0.00	0.00	1.52	0.00	0.00	0.00	0.00	96.97
1339006251	12.461664	0.8	0.51	0.00	1.02	0.00	0.00	0.00	0.00	0.00	98.47
1339006252	12.461664	0.8	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	98.01
1339006253	12.281386	0.8	1.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.50
1339006254	12.281386	0.8	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.99
1339006255	12.281386	0.8	1.00	0.00	0.50	2.00	0.00	0.00	0.00	0.00	96.50
1339006256	12.281386	0.8	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.50
1339006257	12.281386	0.8	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	99.00
1339006258	12.281386	0.8	1.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	98.50
1339006259	12.281386	0.8	0.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99.49
1339006260	12.281386	0.8	0.51	0.00	0.51	1.52	0.00	0.00	0.00	0.00	97.46
1339006261	12.281386	2.535	2.05	0.00	0.51	4.62	0.00	0.00	0.00	0.00	92.82
1339006262	12.281386	0.8	1.00	0.00	2.50	1.00	0.00	0.00	0.00	0.00	95.50
1339006263	12.281386	0.8	1.49	0.00	1.00	0.00	0.00	0.00	0.00	0.00	97.51
1339006265	12.281386	0.8	1.99	0.00	1.49	0.00	0.00	0.50	0.00	0.00	96.02
1339006266	12.281386	0.8	2.01	0.00	0.50	0.00	0.00	0.00	0.00	0.00	97.49
1339006267	12.281386	0.8	0.50	0.00	1.51	1.51	0.00	0.00	0.00	0.00	96.48
1339006268	12.281386	0.8	1.00	0.00	1.49	0.00	0.00	0.00	0.00	0.00	97.51
1339006269	13.315751	0.8	3.02	0.00	1.51	0.00	0.00	0.00	0.00	0.00	95.48
1339006270	13.315751	0.8	1.00	0.00	2.50	0.00	0.00	0.00	0.00	0.00	96.50
1339006271	13.315751	0.8	1.99	0.00	2.49	0.00	0.00	0.50	0.00	0.00	95.02
1339006272	13.315751	0.8	2.49	0.00	2.49	3.48	0.00	0.00	0.00	0.00	91.54
1339006273	13.315751	0.8	2.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	96.00
1339006274	13.315751	0.8	2.49	0.00	2.49	0.00	0.00	0.50	0.00	0.00	94.53
